date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:18:18	121/121	---MCZ	200	added ('OK')	text/plain	date:Tue,%2023%20Jul%202024%2011:18:18%20GMT	https://demo.bosathemes.com/robots.txt		(from )
16:18:19	155614/155614	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jul%202024%2011:18:19%20GMT	https://demo.bosathemes.com/rockway/?storefront=envato-elements	C:/Users/Muhammad%20Raza/Desktop/Choi/Website/demo.bosathemes.com/rockway/index04b9.html	(from )
16:18:19	15284/15284	---MCZ	200	added ('OK')	text/css	date:Fri,%2009%20Sep%202022%2006:36:12%20GMT	https://demo.bosathemes.com/rockway/wp-content/uploads/sites/26/premium-addons-elementor/pa-frontend-2d05e298a.min.css?ver=1721733498	C:/Users/Muhammad%20Raza/Desktop/Choi/Website/demo.bosathemes.com/rockway/wp-content/uploads/sites/26/premium-addons-elementor/pa-frontend-2d05e298a.min523b.css	(from https://demo.bosathemes.com/rockway/?storefront=envato-elements)
16:18:20	1130/1130	---MCZ	200	added ('OK')	text/css	date:Tue,%2023%20Jul%202024%2004:33:31%20GMT	https://demo.bosathemes.com/rockway/wp-content/plugins/template-kit-export/assets/public/template-kit-export-public.css?ver=1.0.22	C:/Users/Muhammad%20Raza/Desktop/Choi/Website/demo.bosathemes.com/rockway/wp-content/plugins/template-kit-export/assets/public/template-kit-export-public9811.css	(from https://demo.bosathemes.com/rockway/?storefront=envato-elements)
16:18:20	9170/9170	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%220081c14e09cc3976066ce59300e03029%22	https://demo.bosathemes.com/rockway/feed/	C:/Users/Muhammad%20Raza/Desktop/Choi/Website/demo.bosathemes.com/rockway/feed/index.html	(from https://demo.bosathemes.com/rockway/?storefront=envato-elements)
16:18:20	17688/17688	---MCZ	200	added ('OK')	text/css	date:Tue,%2023%20Jul%202024%2004:33:48%20GMT	https://demo.bosathemes.com/rockway/wp-content/plugins/woocommerce/assets/css/woocommerce-layout.css?ver=9.1.2	C:/Users/Muhammad%20Raza/Desktop/Choi/Website/demo.bosathemes.com/rockway/wp-content/plugins/woocommerce/assets/css/woocommerce-layout457f.css	(from https://demo.bosathemes.com/rockway/?storefront=envato-elements)
16:18:21	7043/7043	---MCZ	200	added ('OK')	text/css	date:Tue,%2023%20Jul%202024%2004:33:48%20GMT	https://demo.bosathemes.com/rockway/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen.css?ver=9.1.2	C:/Users/Muhammad%20Raza/Desktop/Choi/Website/demo.bosathemes.com/rockway/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen457f.css	(from https://demo.bosathemes.com/rockway/?storefront=envato-elements)
16:18:21	78164/78164	---MCZ	200	added ('OK')	text/css	date:Tue,%2023%20Jul%202024%2004:33:48%20GMT	https://demo.bosathemes.com/rockway/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=9.1.2	C:/Users/Muhammad%20Raza/Desktop/Choi/Website/demo.bosathemes.com/rockway/wp-content/plugins/woocommerce/assets/css/woocommerce457f.css	(from https://demo.bosathemes.com/rockway/?storefront=envato-elements)
16:18:21	5756/5756	---MCZ	200	added ('OK')	text/css	date:Thu,%2006%20Jun%202024%2009:45:50%20GMT	https://demo.bosathemes.com/rockway/wp-content/themes/hello-elementor/style.min.css?ver=3.0.2	C:/Users/Muhammad%20Raza/Desktop/Choi/Website/demo.bosathemes.com/rockway/wp-content/themes/hello-elementor/style.min5b75.css	(from https://demo.bosathemes.com/rockway/?storefront=envato-elements)
16:18:21	5108/5108	---MCZ	200	added ('OK')	text/css	date:Thu,%2006%20Jun%202024%2009:45:50%20GMT	https://demo.bosathemes.com/rockway/wp-content/themes/hello-elementor/theme.min.css?ver=3.0.2	C:/Users/Muhammad%20Raza/Desktop/Choi/Website/demo.bosathemes.com/rockway/wp-content/themes/hello-elementor/theme.min5b75.css	(from https://demo.bosathemes.com/rockway/?storefront=envato-elements)
16:18:22	7325/7325	---MCZ	200	added ('OK')	text/css	date:Thu,%2006%20Jun%202024%2009:45:50%20GMT	https://demo.bosathemes.com/rockway/wp-content/themes/hello-elementor/header-footer.min.css?ver=3.0.2	C:/Users/Muhammad%20Raza/Desktop/Choi/Website/demo.bosathemes.com/rockway/wp-content/themes/hello-elementor/header-footer.min5b75.css	(from https://demo.bosathemes.com/rockway/?storefront=envato-elements)
16:18:22	211327/211327	---MCZ	200	added ('OK')	text/css	date:Tue,%2023%20Jul%202024%2004:32:43%20GMT	https://demo.bosathemes.com/rockway/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.23.1	C:/Users/Muhammad%20Raza/Desktop/Choi/Website/demo.bosathemes.com/rockway/wp-content/plugins/elementor/assets/css/frontend-lite.min93d8.css	(from https://demo.bosathemes.com/rockway/?storefront=envato-elements)
16:18:22	13894/13894	---MCZ	200	added ('OK')	text/css	date:Wed,%2006%20Apr%202022%2007:15:07%20GMT	https://demo.bosathemes.com/rockway/wp-content/uploads/sites/26/elementor/css/post-12.css?ver=1649229307	C:/Users/Muhammad%20Raza/Desktop/Choi/Website/demo.bosathemes.com/rockway/wp-content/uploads/sites/26/elementor/css/post-12fb1c.css	(from https://demo.bosathemes.com/rockway/?storefront=envato-elements)
16:18:22	19820/19820	---MCZ	200	added ('OK')	text/css	date:Tue,%2023%20Jul%202024%2004:32:44%20GMT	https://demo.bosathemes.com/rockway/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.30.0	C:/Users/Muhammad%20Raza/Desktop/Choi/Website/demo.bosathemes.com/rockway/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.mine94d.css	(from https://demo.bosathemes.com/rockway/?storefront=envato-elements)
16:18:22	16471/16471	---MCZ	200	added ('OK')	text/css	date:Tue,%2023%20Jul%202024%2004:32:44%20GMT	https://demo.bosathemes.com/rockway/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/Users/Muhammad%20Raza/Desktop/Choi/Website/demo.bosathemes.com/rockway/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://demo.bosathemes.com/rockway/?storefront=envato-elements)
16:18:23	11053/11053	---MCZ	200	added ('OK')	text/css	date:Mon,%2015%20Jul%202024%2008:23:28%20GMT	https://demo.bosathemes.com/rockway/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min.css?ver=3.23.0	C:/Users/Muhammad%20Raza/Desktop/Choi/Website/demo.bosathemes.com/rockway/wp-content/plugins/elementor-pro/assets/css/frontend-lite.mina2f3.css	(from https://demo.bosathemes.com/rockway/?storefront=envato-elements)
16:18:23	9881/9881	---MCZ	200	added ('OK')	text/css	date:Fri,%2009%20Sep%202022%2005:52:22%20GMT	https://demo.bosathemes.com/rockway/wp-content/uploads/sites/26/elementor/css/post-1210.css?ver=1662702742	C:/Users/Muhammad%20Raza/Desktop/Choi/Website/demo.bosathemes.com/rockway/wp-content/uploads/sites/26/elementor/css/post-121076ee.css	(from https://demo.bosathemes.com/rockway/?storefront=envato-elements)
16:18:23	21503/21503	---MCZ	200	added ('OK')	text/css	date:Wed,%2006%20Apr%202022%2007:15:08%20GMT	https://demo.bosathemes.com/rockway/wp-content/uploads/sites/26/elementor/css/post-45.css?ver=1649229308	C:/Users/Muhammad%20Raza/Desktop/Choi/Website/demo.bosathemes.com/rockway/wp-content/uploads/sites/26/elementor/css/post-4594ec.css	(from https://demo.bosathemes.com/rockway/?storefront=envato-elements)
16:18:23	5026/5026	---MCZ	200	added ('OK')	text/css	date:Wed,%2006%20Apr%202022%2007:15:08%20GMT	https://demo.bosathemes.com/rockway/wp-content/uploads/sites/26/elementor/css/post-48.css?ver=1649229308	C:/Users/Muhammad%20Raza/Desktop/Choi/Website/demo.bosathemes.com/rockway/wp-content/uploads/sites/26/elementor/css/post-4894ec.css	(from https://demo.bosathemes.com/rockway/?storefront=envato-elements)
16:18:23	124837/124837	---MCZ	200	added ('OK')	text/css	date:Tue,%2023%20Jul%202024%2004:32:55%20GMT	https://demo.bosathemes.com/rockway/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons.css?ver=3.2.1	C:/Users/Muhammad%20Raza/Desktop/Choi/Website/demo.bosathemes.com/rockway/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticonsdeae.css	(from https://demo.bosathemes.com/rockway/?storefront=envato-elements)
16:18:24	453653/453653	---MCZ	200	added ('OK')	text/css	date:Tue,%2023%20Jul%202024%2004:32:55%20GMT	https://demo.bosathemes.com/rockway/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=3.2.1	C:/Users/Muhammad%20Raza/Desktop/Choi/Website/demo.bosathemes.com/rockway/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-stylesdeae.css	(from https://demo.bosathemes.com/rockway/?storefront=envato-elements)
16:18:24	30299/30299	---MCZ	200	added ('OK')	text/css	date:Tue,%2023%20Jul%202024%2004:32:55%20GMT	https://demo.bosathemes.com/rockway/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive.css?ver=3.2.1	C:/Users/Muhammad%20Raza/Desktop/Choi/Website/demo.bosathemes.com/rockway/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsivedeae.css	(from https://demo.bosathemes.com/rockway/?storefront=envato-elements)
16:18:24	58071/58071	---MCZ	200	added ('OK')	text/css	date:Tue,%2023%20Jul%202024%2004:32:44%20GMT	https://demo.bosathemes.com/rockway/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/Users/Muhammad%20Raza/Desktop/Choi/Website/demo.bosathemes.com/rockway/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://demo.bosathemes.com/rockway/?storefront=envato-elements)
16:18:24	669/669	---MCZ	200	added ('OK')	text/css	date:Tue,%2023%20Jul%202024%2004:32:44%20GMT	https://demo.bosathemes.com/rockway/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/Users/Muhammad%20Raza/Desktop/Choi/Website/demo.bosathemes.com/rockway/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://demo.bosathemes.com/rockway/?storefront=envato-elements)
16:18:25	675/675	---MCZ	200	added ('OK')	text/css	date:Tue,%2023%20Jul%202024%2004:32:44%20GMT	https://demo.bosathemes.com/rockway/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	C:/Users/Muhammad%20Raza/Desktop/Choi/Website/demo.bosathemes.com/rockway/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://demo.bosathemes.com/rockway/?storefront=envato-elements)
16:18:25	87553/87553	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2030%20Nov%202023%2009:41:10%20GMT	https://demo.bosathemes.com/rockway/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/Muhammad%20Raza/Desktop/Choi/Website/demo.bosathemes.com/rockway/wp-includes/js/jquery/jquery.minf43b.js	(from https://demo.bosathemes.com/rockway/?storefront=envato-elements)
16:18:25	13577/13577	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2029%20Sep%202023%2007:26:37%20GMT	https://demo.bosathemes.com/rockway/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/Muhammad%20Raza/Desktop/Choi/Website/demo.bosathemes.com/rockway/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://demo.bosathemes.com/rockway/?storefront=envato-elements)
16:18:25	161/161	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2023%20Jul%202024%2004:33:31%20GMT	https://demo.bosathemes.com/rockway/wp-content/plugins/template-kit-export/assets/public/template-kit-export-public.js?ver=1.0.22	C:/Users/Muhammad%20Raza/Desktop/Choi/Website/demo.bosathemes.com/rockway/wp-content/plugins/template-kit-export/assets/public/template-kit-export-public9811.js	(from https://demo.bosathemes.com/rockway/?storefront=envato-elements)
